,"Post-op Sz Freedom (Engel Ia, Ib; ILAE 1, 2)","Concordant Neurophys & Imaging (MRI, PET, SPECT)",sEEG (y) and/or ES (ES),Reference,Relevant Tot Sample,Tot Pt included,Reported Semiology,Semiology Category,Ground truth description,Lateralising,CL,IL,BL (Non-lateralising),DomH,NonDomH,Localising,Reported Localisation,TL,Anterior (temporal pole),Lateral Temporal,"STG (includes Transverse Temporal Gyrus, Both Planum)","Transverse Temporal Gyrus (Heschl's, BA 41,  42, ?opercula)",Planum Temporale,Planum Polare,MTG,ITG,Mesial Temporal,Ant Mesial Temporal,Post Mesial Temporal,Enthorinal Cortex,Fusiform,AMYGD,PARAHIPPOCAMPUS,HIPPOCAMPUS,Posterior Temporal,Basal (including Fusiform OTMG),OTMG (fusiform),FL,frontal pole,"Pre-frontal (BA 8, 9, 10, 11, 12, 13, 14, 24, 25, 32, 44, 45, 46, 47)","DL-PFC (BA 46) (include subgroups BA 9, 8, 10 - frontopolar/anterior prefrontal)",gyrus rectus (basal = gyrus rectus and OFC),"Orbito-frontal (BA 10, 11, 12/47) (basal = gyrus rectus and OFC)",Post OF,Lat OF,Med OF,Medial Frontal (include medial premotor and its constituents as its subsets),"Primary Motor Cortex (Pre-central gyrus, BA 4, Rolandic)",medial precentral,Rolandic Operculum (low BA4),SFG (F1),Med SFG,Post SFG,Ant SFG,MFG (F2),Ant MFG,Mid MFG,Post MFG,"IFG (F3)
(BA 44,45,47)","Pars orbitalis (subgroup of IFG)
(BA 47)",Pars Triangularis (subgroup IFG),"Pars opercularis (BA 44)(subgroup IFG, ?opercula)",Premotor frontal (posterior frontal),"Ant Premotor (BA 8, frontal-eye-fields)","Lateral Premotor
(BA 6)",Medial Premotor (including pre SMA),"SMA (pre-central gyrus; posterior SFG, MFG)",SSMA,CING,Cingulum (WM),"Ant Cing (frontal, genu)",Dorsal Ant Cing (BA 32),Middle Cingulate,Post Cing,Isthmus,PL,Primary Sensory Cortex (post-central gyrus),medial anterior parietal,Sup. pariet. lobule,Precuneus (medial post sup parietal lobule),Inferior Parietal Lobule,Supramarg gyrus (post part of parietal operculum),Angular gyrus (BA 39),parietal operculum (ceiling of secondary somatosensory cortex),OL,Mesial Occipital,Lingual gyrus  (medial and basal),Cuneus,"Lateral Occipital (SOG, IOG, LOG)",Posterior Occipital Gyrus,Superior Occipital Gyrus,INSULA,Ant Ins,Anterior Short Gyrus,Middle Short Gyrus,Post short gyrus,Precentral gyrus,Postcentral gyrus,Posterior long gyrus,Hypothalamus,Sub-Callosal Cortex,Cerebellum,Hemisphere,Vermis,FT,TO,TP,FTP,TPO Junction,PO,FP,Perisylvian,paper including paediatric  age group (0-17) or individual data from pt 0-17,paediatric subgroup <7 years (0-6 yrs) y/n,# tot pt in the paper,# pt excluded,# pt sz free post-surg,Cortical Stimulation (CS),Spontaneous Semiology (SS),Epilepsy Topology (ET),"Other factors (e.g. Abs, genetic mutations)",Year,Color,Labels,Priors,AGE,OTHER,SemioDict Key
35,y,,,"Alqadi K, Sankaraneni R, Thome U, et al. Semiology of hypermotor (hyperkinetic) seizures. Epilepsy Behav 2016;54:137-141.",,,somatosensory aura,Aura (Somatosensory),,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2016,#F27420,Seizure-Freedom Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Somatosensory
36,y,,,"Alqadi K, Sankaraneni R, Thome U, et al. Semiology of hypermotor (hyperkinetic) seizures. Epilepsy Behav 2016;54:137-141.",,,non specific aura,Non-Specific Aura,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2016,#F27420,Seizure-Freedom Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Non-Specific Aura
37,y,,,"Arain AM, Azar NJ, Lagrange AH, et al. Temporal lobe origin is common in patients who have undergone epilepsy surgery for hypermotor seizures. Epilepsy Behav 2016;64:57-61.",10,10.0,hypermotor,Hypermotor,sz free post-surgery (Engel I),,,,,,,10.0,,7.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,13,10,,y,,,2016,#F27420,Seizure-Freedom Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Hypermotor
38,,y,,"Asadi-Pooya AA, Shabo L, Wyeth D, et al. Ictal coughing: Clinical features and differential diagnoses. Epilepsy Behav 2017;73:51-53.",3,3.0,ictal coughing,Cough,Concordance between scalp EEG and lesional MRI,,,,,,,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,4,,,y,,,2017,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Cough
39,,y,,"Asadi-Pooya AA, Shabo L, Wyeth D, et al. Ictal coughing: Clinical features and differential diagnoses. Epilepsy Behav 2017;73:51-53.",,,"ictal hypersalivation, drooling, retching and spitting","Autonomic (Drooling, Retching, Spitting)",,,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2017,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Spitting
40,,y,,"Asadi-Pooya AA, Shabo L, Wyeth D, et al. Ictal coughing: Clinical features and differential diagnoses. Epilepsy Behav 2017;73:51-53.",,,ictal mouth movements,Automatism (Oral),,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2017,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Automatisms - Oral
41,y,,,"Baud MO, Vulliemoz S, Seeck M. Recurrent secondary generalization in frontal lobe epilepsy: Predictors and a potential link to surgical outcome? Epilepsia 2015;56:1454-1462.",13,13.0,elementary motor,Simple Motor,sz free post-surgery (ILAE 1-2) + lesional MRI,4.0,4.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,13,,,y,,2015,#F27420,Seizure-Freedom Only,Epilepsy Topology (ET),Unlabelled Age,0.0,
42,y,,,"Baud MO, Vulliemoz S, Seeck M. Recurrent secondary generalization in frontal lobe epilepsy: Predictors and a potential link to surgical outcome? Epilepsia 2015;56:1454-1462.",,,complex posturing,Dystonic,sz free post-surgery (ILAE 1-2) + lesional MRI,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,2015,#F27420,Seizure-Freedom Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Tonic
43,y,,,"Baud MO, Vulliemoz S, Seeck M. Recurrent secondary generalization in frontal lobe epilepsy: Predictors and a potential link to surgical outcome? Epilepsia 2015;56:1454-1462.",,,"gestural behaviours:  proximal or distal gestural behavior, manual manipulation (grasping) or utilization, vocal automatism (grunting, moaning), symmetric facial contraction (lip pouting), and fixed facial expression.","Automatism (Manual), Vocalisation, Mimetic Automatism, pout",sz free post-surgery (ILAE 1-2) + lesional MRI,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,2015,#F27420,Seizure-Freedom Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Vocalisation
44,y,,,"Baud MO, Vulliemoz S, Seeck M. Recurrent secondary generalization in frontal lobe epilepsy: Predictors and a potential link to surgical outcome? Epilepsia 2015;56:1454-1462.",,,psychomotor agitation,psychomotor agitation,sz free post-surgery (ILAE 1-2) + lesional MRI,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,2015,#F27420,Seizure-Freedom Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Complex Behavioural
45,y,,,"Bautista RE, Spencer DD, Spencer SS. EEG findings in frontal lobe epilepsies. Neurology 1998;50:1765-1771.",6,6.0,"R-arm extension, L-arm flexion
",Asymmetric Tonic,sz free post-surgery (2-5 ys f/up),1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,3,6,,,y,,1954-2000,#F27420,Seizure-Freedom Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Asymmetric Tonic
46,y,,,"Bautista RE, Spencer DD, Spencer SS. EEG findings in frontal lobe epilepsies. Neurology 1998;50:1765-1771.",,,head (and eye) deviation,Head Version,,3.0,3.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,1.0,,,,,,1.0,,,,2.0,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,1954-2000,#F27420,Seizure-Freedom Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Head Version
47,y,,,"Bautista RE, Spencer DD, Spencer SS. EEG findings in frontal lobe epilepsies. Neurology 1998;50:1765-1771.",,,LOC,LOC,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,1954-2000,#F27420,Seizure-Freedom Only,Epilepsy Topology (ET),Unlabelled Age,0.0,LOC
48,y,,,"Bautista RE, Spencer DD, Spencer SS. EEG findings in frontal lobe epilepsies. Neurology 1998;50:1765-1771.",,,hyperventilation,Autonomic (Respiratory: hyperventilation),,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,1954-2000,#F27420,Seizure-Freedom Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Autonomous-Vegetative
49,y,,,"Bautista RE, Spencer DD, Spencer SS. EEG findings in frontal lobe epilepsies. Neurology 1998;50:1765-1771.",,,grimacing,Grimace,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,1954-2000,#F27420,Seizure-Freedom Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Mimetic Automatisms
50,y,,,"Bautista RE, Spencer DD, Spencer SS. EEG findings in frontal lobe epilepsies. Neurology 1998;50:1765-1771.",,,unintelligible vocalization,Vocalisation,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,1954-2000,#F27420,Seizure-Freedom Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Vocalisation
51,y,,,"Bautista RE, Spencer DD, Spencer SS. EEG findings in frontal lobe epilepsies. Neurology 1998;50:1765-1771.",,,crying,Dacrystic,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,1954-2000,#F27420,Seizure-Freedom Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Dacrystic
52,y,,,"Bautista RE, Spencer DD, Spencer SS. EEG findings in frontal lobe epilepsies. Neurology 1998;50:1765-1771.",,,aura with nervousness,Psychic,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,1954-2000,#F27420,Seizure-Freedom Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Psychic
53,y,,,"Bautista RE, Spencer DD, Spencer SS. EEG findings in frontal lobe epilepsies. Neurology 1998;50:1765-1771.",,,yelling profanities,Coprolalia,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,1954-2000,#F27420,Seizure-Freedom Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Ictal Speech
54,y,,,"Bautista RE, Spencer DD, Spencer SS. EEG findings in frontal lobe epilepsies. Neurology 1998;50:1765-1771.",,,head banging,Hypermotor (Head Banging),,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,1954-2000,#F27420,Seizure-Freedom Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Hypermotor
55,y,,,"Bautista RE, Spencer DD, Spencer SS. EEG findings in frontal lobe epilepsies. Neurology 1998;50:1765-1771.",,,"aura with head sensation (lightheadedness, tickling)","Non-Specific Aura, Cephalic",,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,1954-2000,#F27420,Seizure-Freedom Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Olfactory
56,y,,,"Bautista RE, Spencer DD, Spencer SS. EEG findings in frontal lobe epilepsies. Neurology 1998;50:1765-1771.",,,R arm elevation and dystonic posturing +  R leg clonic,"Tonic, Dystonic, Clonic",,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,1954-2000,#F27420,Seizure-Freedom Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Tonic
57,,y,,"Baykan B, Altindag E, Feddersen B, et al. Does semiology tell us the origin of seizures consisting mainly of an alteration in consciousness? Epilepsia 2011;52:1459-1466.",35,35.0,altered consciousness,Dialeptic,EEG and neuroimaging concordant,,,,,,,35.0,,19.634146341463413,,,,,,,,,,,,,,,,,,,,9.390243902439025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5609756097560976,,,,,,,,,3.4146341463414633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,22,,,y,,,2011,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Dialeptic/LOA
59,y,,,"Bleasel A, Kotagal P, Kankirawatana P, et al. Lateralizing value and semiology of ictal limb posturing and version in temporal lobe and extratemporal epilepsy. Epilepsia 1997;38:168-174.",34,34.0,Dystonic Limb Posturing,Dystonic,sz free post-surgery,11.0,11.0,,,,,12.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,20,34,,y,y,,1954-2000,#F27420,Seizure-Freedom Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Tonic
60,y,,,"Bleasel A, Kotagal P, Kankirawatana P, et al. Lateralizing value and semiology of ictal limb posturing and version in temporal lobe and extratemporal epilepsy. Epilepsia 1997;38:168-174.",,,Version,Version,sz free post-surgery,12.0,12.0,,,,,12.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,y,,1954-2000,#F27420,Seizure-Freedom Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Head Version
62,,,y,"Bonini F, McGonigal A, Trebuchon A, et al. Frontal lobe seizures: from clinical semiology to localization. Epilepsia 2014;55:264-277.",54,54.0,elementary motor signs,Simple Motor,sEEG in VT,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,20/32,,,y,,2014,#F27420,sEEG Only,Epilepsy Topology (ET),Unlabelled Age,0.0,
63,,,y,"Bonini F, McGonigal A, Trebuchon A, et al. Frontal lobe seizures: from clinical semiology to localization. Epilepsia 2014;55:264-277.",,, gestural motor behaviour,Automatisms (Upper Limb),sEEG in VT,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,2014,#F27420,sEEG Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Automatism - Automotor Manual
64,,,y,"Bonini F, McGonigal A, Trebuchon A, et al. Frontal lobe seizures: from clinical semiology to localization. Epilepsia 2014;55:264-277.",,,facial change (e.g. chapeau de gendarme),Ictal Pout,sEEG in VT,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,2014,#F27420,sEEG Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Ictal Pout
65,,,y,"Bonini F, McGonigal A, Trebuchon A, et al. Frontal lobe seizures: from clinical semiology to localization. Epilepsia 2014;55:264-277.",,,impairment of consciousness,Dialeptic,sEEG in VT,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,2014,#F27420,sEEG Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Dialeptic/LOA
66,,,y,"Bonini F, McGonigal A, Trebuchon A, et al. Frontal lobe seizures: from clinical semiology to localization. Epilepsia 2014;55:264-277.",,,"autonomic signs (altered HR, pallor, flushing, sweating, nausea/vomiting. Piloerection, micturition)",Autonomic,sEEG in VT,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,2014,#F27420,sEEG Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Autonomous-Vegetative
67,,,y,"Bonini F, McGonigal A, Trebuchon A, et al. Frontal lobe seizures: from clinical semiology to localization. Epilepsia 2014;55:264-277.",,,aura,Non-Specific Aura,sEEG in VT,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,2014,#F27420,sEEG Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Non-Specific Aura
68,,,y,"Bonini F, McGonigal A, Trebuchon A, et al. Frontal lobe seizures: from clinical semiology to localization. Epilepsia 2014;55:264-277.",,,fearful behaviour,Complex Motor,sEEG in VT,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,2014,#F27420,sEEG Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Fear-Anxiety
71,y,y,,"Brockhaus A, Elger CE. Complex partial seizures of temporal lobe origin in children of different age groups. Epilepsia 1995;36:1173-1181.",29,25.0,Unilateral Tonic Stiffening,Tonic,"Presurgical workup in children with TLE, 24 of 29 ILAE 1, 1 ILAE 2, 2 concordant results. ",11.0,7.0,4.0,,,,14.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,4,25,,,y,,1954-2000,#F27420,SF and Concordance,Epilepsy Topology (ET),Unlabelled Age,0.0,Tonic
72,y,y,,"Brockhaus A, Elger CE. Complex partial seizures of temporal lobe origin in children of different age groups. Epilepsia 1995;36:1173-1181.",,,Versive movements,Head Version,"Presurgical workup in children with TLE, 24 of 29 ILAE 1, 1 ILAE 2, 2 concordant results. ",23.0,16.0,7.0,,,,7.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,1954-2000,#F27420,SF and Concordance,Epilepsy Topology (ET),Unlabelled Age,0.0,Head Version
73,y,y,,"Brockhaus A, Elger CE. Complex partial seizures of temporal lobe origin in children of different age groups. Epilepsia 1995;36:1173-1181.",,,Behaviour Arrest,Behavioural Arrest,"Presurgical workup in children with TLE, 24 of 29 ILAE 1, 1 ILAE 2, 2 concordant results. ",,,,,,,12.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,1954-2000,#F27420,SF and Concordance,Epilepsy Topology (ET),Unlabelled Age,0.0,Dialeptic/LOA
74,y,y,,"Brockhaus A, Elger CE. Complex partial seizures of temporal lobe origin in children of different age groups. Epilepsia 1995;36:1173-1181.",,,Aura,Aura,"Presurgical workup in children with TLE, 24 of 29 ILAE 1, 1 ILAE 2, 2 concordant results. ",,,,,,,11.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,1954-2000,#F27420,SF and Concordance,Epilepsy Topology (ET),Unlabelled Age,0.0,
75,y,y,,"Brockhaus A, Elger CE. Complex partial seizures of temporal lobe origin in children of different age groups. Epilepsia 1995;36:1173-1181.",,,Motor,Simple Motor,"Presurgical workup in children with TLE, 24 of 29 ILAE 1, 1 ILAE 2, 2 concordant results. ",,,,,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,1954-2000,#F27420,SF and Concordance,Epilepsy Topology (ET),Unlabelled Age,0.0,
76,y,y,,"Brockhaus A, Elger CE. Complex partial seizures of temporal lobe origin in children of different age groups. Epilepsia 1995;36:1173-1181.",,,Early Automatisms,Automatisms (Upper Limb),"Presurgical workup in children with TLE, 24 of 29 ILAE 1, 1 ILAE 2, 2 concordant results. ",,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,1954-2000,#F27420,SF and Concordance,Epilepsy Topology (ET),Unlabelled Age,0.0,Automatism - Automotor Manual
77,y,y,,"Brockhaus A, Elger CE. Complex partial seizures of temporal lobe origin in children of different age groups. Epilepsia 1995;36:1173-1181.",,,Arousal,Arousal,"Presurgical workup in children with TLE, 24 of 29 ILAE 1, 1 ILAE 2, 2 concordant results. ",,,,,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,1954-2000,#F27420,SF and Concordance,Epilepsy Topology (ET),Unlabelled Age,0.0,Complex Behavioural
89,y,y,,"Cai G, Wang J, Mei X, et al. Electroclinical semiology of the bilateral asymmetric tonic seizures observed in patients with supplementary sensorimotor area epilepsy confirmed by pre- and post-operative MRI. J Xray Sci Technol 2017;25:247-259.",6,6.0,"Asymmetric Tonic, shoulder abduction 100%, elbow extension 95%",Asymmetric Tonic,sz free post-surgery + lesional MRI + EEG concordance,6.0,6.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,6,,y,,,2017,#F27420,SF and Concordance,Spontaneous Semiology (SS),Unlabelled Age,0.0,Asymmetric Tonic
90,y,y,,"Cai G, Wang J, Mei X, et al. Electroclinical semiology of the bilateral asymmetric tonic seizures observed in patients with supplementary sensorimotor area epilepsy confirmed by pre- and post-operative MRI. J Xray Sci Technol 2017;25:247-259.",,,automotor,Automatisms (Upper Limb),sz free post-surgery + lesional MRI + EEG concordance,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2017,#F27420,SF and Concordance,Spontaneous Semiology (SS),Unlabelled Age,0.0,Automatism - Automotor Manual
91,y,y,,"Cai G, Wang J, Mei X, et al. Electroclinical semiology of the bilateral asymmetric tonic seizures observed in patients with supplementary sensorimotor area epilepsy confirmed by pre- and post-operative MRI. J Xray Sci Technol 2017;25:247-259.",,,hypermotor,Hypermotor,sz free post-surgery + lesional MRI + EEG concordance,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2017,#F27420,SF and Concordance,Spontaneous Semiology (SS),Unlabelled Age,0.0,Hypermotor
